Player,Season,Team,S/C,GP,GS,W,L,T,OT,SA,Svs,GA,Sv%,GAA,TOI,SO,G,A,P,PIM,Actual GP,Prop GP,25+,True_Adj_GAA,True_Adj_Sv%,GSAA
Dolly Dolson,19301931,DFL,L,44.0,44.0,16.0,21.0,7,0,0,0,105.0,0,2.29,2750.0,6.0,0.0,0.0,0.0,0.0,45.833333333333336,1.0416666666666667,Y,2.7329637705271606,,
Dave Kerr,19301931,MMR,R,31.0,28.0,14.0,12.0,4,0,0,0,71.0,0,2.33,1830.0,1.0,0.0,0.0,0.0,0.0,30.5,0.6931818181818182,Y,2.7808529894953375,,
Alec Connell,19301931,SEN,R,36.0,36.0,10.0,22.0,4,0,0,0,110.0,0,3.01,2190.0,3.0,0.0,0.0,0.0,0.0,36.5,0.8295454545454546,Y,3.592111811300031,,
Flat Walsh,19301931,MMR,L,16.0,16.0,6.0,6.0,2,0,0,0,35.0,0,2.33,900.0,2.0,0.0,0.0,0.0,0.0,15.0,0.3409090909090909,Y,2.7805814557945703,,
Joe Miller,19301931,QUA,L,15.0,13.0,2.0,11.0,1,0,0,0,47.0,0,3.43,821.0,0.0,0.0,0.0,0.0,0.0,13.683333333333334,0.3109848484848485,Y,4.093305864835116,,
Wilf Cude,19301931,QUA,L,29.0,29.0,2.0,23.0,3,0,0,0,130.0,0,4.38,1779.0,1.0,0.0,0.0,0.0,0.0,29.65,0.6738636363636363,Y,5.227104254525168,,
Benny Grant,19301931,TOR,L,7.0,7.0,1.0,5.0,1,0,0,0,19.0,0,2.65,430.0,2.0,0.0,0.0,0.0,0.0,7.166666666666667,0.16287878787878787,N,3.1625944914345863,,
Bill Beveridge,19301931,SEN,L,9.0,8.0,0.0,8.0,0,0,0,0,32.0,0,3.69,520.0,0.0,0.0,0.0,0.0,0.0,8.666666666666666,0.19696969696969696,N,4.403729435276235,,
Jake Forbes,19301931,QUA,L,2.0,2.0,0.0,2.0,0,0,0,0,7.0,0,3.5,120.0,0.0,0.0,0.0,0.0,0.0,2.0,0.045454545454545456,N,4.177087905464435,,
George Hainsworth,19311932,MTL,L,48.0,48.0,25.0,15.0,7,0,0,0,110.0,0,2.19,3008.0,6.0,0.0,0.0,0.0,2.0,50.13333333333333,1.0444444444444445,Y,2.5438517511710974,,
John Ross Roach,19311932,NYR,L,48.0,48.0,23.0,17.0,8,0,0,0,112.0,0,2.23,3010.0,9.0,0.0,0.0,0.0,0.0,50.166666666666664,1.0451388888888888,Y,2.5903976101425155,,
Lorne Chabot,19311932,TOR,L,44.0,43.0,21.0,16.0,6,0,0,0,105.0,0,2.34,2697.3333333333335,4.0,0.0,0.0,0.0,2.0,44.955555555555556,0.9365740740740741,Y,2.7185251011036664,,
Charlie Gardiner,19311932,CHI,R,48.0,48.0,18.0,18.0,11,0,0,0,92.0,0,1.85,2989.0,4.0,0.0,0.0,0.0,0.0,49.81666666666667,1.0378472222222224,Y,2.149250445707456,,
Alec Connell,19311932,DFL,R,48.0,48.0,18.0,20.0,10,0,0,0,108.0,0,2.13,3040.0,6.0,0.0,0.0,0.0,0.0,50.666666666666664,1.0555555555555556,Y,2.4742792387917136,,
Flat Walsh,19311932,MMR,L,28.0,28.0,14.0,11.0,3,0,0,0,77.0,0,2.67,1730.0,2.0,0.0,0.0,0.0,0.0,28.833333333333332,0.6006944444444444,Y,3.1016337986435656,,
Tiny Thompson,19311932,BOS,L,43.0,43.0,13.0,19.0,11,0,0,0,102.0,0,2.27,2699.3333333333335,9.0,0.0,0.0,0.0,0.0,44.988888888888894,0.9372685185185187,Y,2.637129355302478,,
Roy Worters,19311932,NYA,L,40.0,40.0,12.0,20.0,8,0,0,0,112.0,0,2.73,2462.5833333333335,5.0,0.0,0.0,0.0,0.0,41.04305555555556,0.8550636574074075,Y,3.171417424627809,,
Normie Smith,19311932,MMR,L,20.0,20.0,5.0,11.0,4,0,0,0,62.0,0,2.94,1267.0,0.0,0.0,0.0,0.0,0.0,21.116666666666667,0.43993055555555555,Y,3.4155059364330307,,
Jake Forbes,19311932,NYA,L,6.0,6.0,3.0,3.0,0,0,0,0,16.0,0,2.67,360.0,0.0,0.0,0.0,0.0,0.0,6.0,0.125,N,3.1018252848371706,,
Benny Grant,19311932,TOR,L,5.0,5.0,2.0,2.0,1,0,0,0,18.0,0,3.39,319.0,0.0,0.0,0.0,0.0,0.0,5.316666666666666,0.11076388888888888,N,3.9382818871972614,,
Percy Jackson,19311932,BOS,L,4.0,3.0,1.0,1.0,1,0,0,0,8.0,0,2.09,230.0,0.0,0.0,0.0,0.0,0.0,3.8333333333333335,0.07986111111111112,N,2.428042118980338,,
Wilf Cude,19311932,"BOS,CHI",L,3.0,2.0,1.0,2.0,0,0,0,0,15.0,0,5.59,161.0,1.0,0.0,0.0,0.0,0.0,2.683333333333333,0.05590277777777777,N,6.4937337823398344,,
Moe Roberts,19311932,NYA,R,1.0,1.0,1.0,0.0,0,0,0,0,1.0,0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.020833333333333332,N,1.1616702806291022,,
Red Horner,19311932,TOR,R,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,60.0,1.0,0.0,0.0,0.0,0.0,2.0,0.016666666666666666,0.00034722222222222224,N,69.70021683774613,,
Alex Levinsky,19311932,TOR,R,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,60.0,1.0,0.0,0.0,1.0,1.0,0.0,0.016666666666666666,0.00034722222222222224,N,69.70021683774613,,
King Clancy,19311932,TOR,L,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,60.0,1.0,0.0,0.0,0.0,0.0,2.0,0.016666666666666666,0.00034722222222222224,N,69.70021683774613,,
Dave Kerr,19311932,NYA,R,1.0,1.0,0.0,1.0,0,0,0,0,6.0,0,6.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.020833333333333332,N,6.970021683774613,,
Al Shields,19311932,NYA,R,2.0,0.0,0.0,0.0,0,0,0,0,7.0,0,11.22,37.416666666666664,0.0,0.0,0.0,0.0,0.0,0.6236111111111111,0.012991898148148148,N,13.033694862063262,,
Albert Leduc,19311932,MTL,R,1.0,0.0,0.0,1.0,0,0,0,0,1.0,0,30.0,2.0,0.0,0.0,0.0,0.0,2.0,0.03333333333333333,0.0006944444444444445,N,34.85010841887306,,
Harold Starr,19311932,MMR,L,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0010416666666666667,N,0.0,,
Tiny Thompson,19321933,BOS,L,48.0,48.0,25.0,15.0,8,0,0,0,88.0,0,1.76,3000.0,11.0,0.0,0.0,0.0,0.0,50.0,1.0416666666666667,Y,2.224185507725449,,
John Ross Roach,19321933,DET,L,48.0,48.0,25.0,15.0,8,0,0,0,93.0,0,1.88,2970.0,10.0,0.0,0.0,0.0,0.0,49.5,1.03125,Y,2.3758947507276273,,
Lorne Chabot,19321933,TOR,L,48.0,48.0,24.0,18.0,6,0,0,0,111.0,0,2.26,2946.0,5.0,0.0,0.0,0.0,4.0,49.1,1.0229166666666667,Y,2.856021981585985,,
Andy Aitkenhead,19321933,NYR,L,48.0,48.0,23.0,17.0,8,0,0,0,107.0,0,2.16,2970.0,3.0,0.0,0.0,0.0,0.0,49.5,1.03125,Y,2.7296019058776126,,
George Hainsworth,19321933,MTL,L,48.0,48.0,18.0,25.0,5,0,0,0,115.0,0,2.32,2980.0,8.0,0.0,0.0,0.0,2.0,49.666666666666664,1.034722222222222,Y,2.9321076727466697,,
Charlie Gardiner,19321933,CHI,R,48.0,48.0,16.0,20.0,12,0,0,0,101.0,0,2.01,3010.0,5.0,0.0,0.0,0.0,0.0,50.166666666666664,1.0451388888888888,Y,2.5399575147432314,,
Roy Worters,19321933,NYA,L,47.0,47.0,15.0,22.0,10,0,0,0,116.0,0,2.34,2970.0,5.0,0.0,0.0,0.0,0.0,49.5,1.03125,Y,2.9569850770454593,,
Dave Kerr,19321933,MMR,R,26.0,26.0,14.0,8.0,4,0,0,0,58.0,0,2.15,1620.0,4.0,0.0,0.0,0.0,0.0,27.0,0.5625,Y,2.7171368161233054,,
Flat Walsh,19321933,MMR,L,22.0,22.0,8.0,11.0,2,0,0,0,56.0,0,2.58,1303.0,2.0,0.0,0.0,0.0,0.0,21.716666666666665,0.4524305555555555,Y,3.260520111560869,,
Bill Beveridge,19321933,SEN,L,33.0,32.0,7.0,19.0,7,0,0,0,89.0,0,2.59,2062.8333333333335,5.0,0.0,0.0,0.0,0.0,34.38055555555556,0.7162615740740742,Y,3.2731571357843805,,
Alec Connell,19321933,SEN,R,16.0,16.0,4.0,8.0,3,0,0,0,42.0,0,2.58,977.1666666666666,1.0,0.0,0.0,0.0,0.0,16.28611111111111,0.3392939814814815,Y,3.260509184086405,,
Hugh Plaxton,19321933,MMR,L,1.0,0.0,0.0,1.0,0,0,0,0,5.0,0,5.26,57.0,0.0,0.0,0.0,0.0,0.0,0.95,0.019791666666666666,N,6.647124769964737,,
Jake Forbes,19321933,NYA,L,1.0,1.0,0.0,0.0,1,0,0,0,2.0,0,1.71,70.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.024305555555555556,N,2.1607854594353353,,
Charlie Conacher,19321933,TOR,R,2.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.06666666666666667,0.001388888888888889,N,0.0,,
George Hainsworth,19331934,TOR,L,48.0,48.0,26.0,13.0,9,0,0,0,119.0,0,2.37,3010.0,3.0,0.0,0.0,0.0,0.0,50.166666666666664,1.0451388888888888,Y,2.846537972532278,,
Andy Aitkenhead,19331934,NYR,L,48.0,48.0,21.0,19.0,8,0,0,0,113.0,0,2.27,2990.0,7.0,0.0,0.0,0.0,0.0,49.833333333333336,1.0381944444444444,Y,2.7266518188145406,,
Lorne Chabot,19331934,MTL,L,47.0,47.0,21.0,20.0,6,0,0,0,101.0,0,2.07,2928.0,8.0,0.0,0.0,0.0,2.0,48.8,1.0166666666666666,Y,2.4863238409024793,,
Charlie Gardiner,19331934,CHI,R,48.0,48.0,20.0,17.0,11,0,0,0,83.0,0,1.63,3050.0,10.0,0.0,0.0,0.0,0.0,50.833333333333336,1.059027777777778,Y,1.9576785732112105,,
Dave Kerr,19331934,MMR,R,48.0,48.0,19.0,18.0,11,0,0,0,122.0,0,2.39,3060.0,6.0,0.0,0.0,0.0,0.0,51.0,1.0625,Y,2.870557095463724,,
Tiny Thompson,19331934,BOS,L,48.0,48.0,18.0,25.0,5,0,0,0,128.0,0,2.58,2979.0,5.0,0.0,0.0,0.0,0.0,49.65,1.034375,Y,3.0989731548667927,,
Wilf Cude,19331934,"MTL,DET",L,30.0,30.0,16.0,6.0,8,0,0,0,47.0,0,1.47,1920.0,5.0,0.0,0.0,0.0,0.0,32.0,0.6666666666666666,Y,1.765700807466532,,
Bill Beveridge,19331934,SEN,L,48.0,48.0,13.0,29.0,6,0,0,0,143.0,0,2.86,3000.0,3.0,0.0,0.0,0.0,0.0,50.0,1.0416666666666667,Y,3.435188207631903,,
Roy Worters,19331934,NYA,L,36.0,36.0,12.0,14.0,9,0,0,0,75.0,0,2.01,2240.0,4.0,0.0,0.0,0.0,0.0,37.333333333333336,0.7777777777777778,Y,2.4142939034062527,,
John Ross Roach,19331934,DET,L,18.0,18.0,9.0,8.0,1,0,0,0,45.0,0,2.62,1030.0,1.0,0.0,0.0,0.0,0.0,17.166666666666668,0.3576388888888889,Y,3.1468531250199687,,
Moe Roberts,19331934,NYA,R,6.0,6.0,1.0,4.0,0,0,0,0,25.0,0,4.46,336.0,0.0,0.0,0.0,0.0,0.0,5.6,0.11666666666666665,N,5.356758860290649,,
Alec Connell,19331934,NYA,R,1.0,0.0,1.0,0.0,0,0,0,0,2.0,0,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.013888888888888888,N,3.603344273739758,,
Benny Grant,19331934,NYA,L,5.0,5.0,1.0,3.0,1,0,0,0,18.0,0,3.38,320.0,1.0,0.0,0.0,0.0,0.0,5.333333333333333,0.1111111111111111,N,4.060016335082997,,
Percy Jackson,19331934,NYA,L,1.0,1.0,0.0,1.0,0,0,0,0,9.0,0,9.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.020833333333333332,N,10.810032821219275,,
Abbie Cox,19331934,"NYA,DET",L,3.0,1.0,0.0,1.0,1,0,0,0,8.0,0,3.61,133.0,0.0,0.0,0.0,0.0,0.0,2.216666666666667,0.04618055555555556,N,4.336072845891964,,
Doug Young,19331934,DET,R,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,2.86,21.0,0.0,0.0,0.0,0.0,0.0,0.35,0.007291666666666666,N,3.4353301809668757,,
George Hainsworth,19341935,TOR,L,48.0,48.0,30.0,14.0,4,0,0,0,111.0,0,2.25,2957.0,8.0,0.0,0.0,0.0,0.0,49.28333333333333,1.026736111111111,Y,2.542443684945718,,
Tiny Thompson,19341935,BOS,L,48.0,48.0,26.0,16.0,6,0,0,0,112.0,0,2.26,2970.0,8.0,0.0,0.0,0.0,0.0,49.5,1.03125,Y,2.5537268678757497,,
Lorne Chabot,19341935,CHI,L,48.0,48.0,26.0,17.0,5,0,0,0,88.0,0,1.8,2940.0,8.0,0.0,0.0,0.0,0.0,49.0,1.0208333333333333,Y,2.034248510869605,,
Alec Connell,19341935,MMR,R,48.0,48.0,24.0,19.0,5,0,0,0,92.0,0,1.86,2970.0,9.0,0.0,0.0,0.0,0.0,49.5,1.03125,Y,2.1019174845107402,,
Dave Kerr,19341935,NYR,R,37.0,37.0,19.0,12.0,6,0,0,0,94.0,0,2.47,2287.366666666667,4.0,0.0,0.0,0.0,0.0,38.12277777777778,0.794224537037037,Y,2.7913755000236917,,
Wilf Cude,19341935,MTL,L,48.0,48.0,19.0,23.0,6,0,0,0,145.0,0,2.94,2960.0,1.0,0.0,0.0,0.0,0.0,49.333333333333336,1.027777777777778,Y,3.3223149197022805,,
Roy Worters,19341935,NYA,L,48.0,48.0,12.0,27.0,9,0,0,0,142.0,0,2.84,3000.0,3.0,0.0,0.0,0.0,0.0,50.0,1.0416666666666667,Y,3.209272091537661,,
Normie Smith,19341935,DET,L,25.0,25.0,12.0,11.0,2,0,0,0,52.0,0,2.01,1550.0,2.0,0.0,0.0,0.0,0.0,25.833333333333332,0.5381944444444444,Y,2.271206759304463,,
Bill Beveridge,19341935,SLE,L,48.0,48.0,11.0,31.0,6,0,0,0,144.0,0,2.89,2990.0,3.0,0.0,0.0,0.0,0.0,49.833333333333336,1.0381944444444444,Y,3.2657916416023527,,
John Ross Roach,19341935,DET,L,23.0,23.0,7.0,11.0,5,0,0,0,62.0,0,2.55,1460.0,4.0,0.0,0.0,0.0,0.0,24.333333333333332,0.5069444444444444,Y,2.8816668341885974,,
Andy Aitkenhead,19341935,NYR,L,10.0,10.0,3.0,7.0,0,0,0,0,37.0,0,3.64,610.0,1.0,0.0,0.0,0.0,0.0,10.166666666666666,0.21180555555555555,N,4.113324983057151,,
Percy Jackson,19341935,NYR,L,1.0,1.0,0.0,1.0,0,0,0,0,8.0,0,8.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.020833333333333332,N,9.040203074753974,,
Charlie Conacher,19341935,TOR,R,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0010416666666666667,N,0.0,,
Normie Smith,19351936,DET,L,48.0,48.0,24.0,16.0,8,0,0,0,103.0,0,2.04,3030.0,6.0,0.0,0.0,0.0,0.0,50.5,1.0520833333333333,Y,2.724609410803935,,
George Hainsworth,19351936,TOR,L,48.0,48.0,23.0,19.0,6,0,0,0,106.0,0,2.12,3000.0,8.0,0.0,0.0,0.0,0.0,50.0,1.0416666666666667,Y,2.8314363874624173,,
Tiny Thompson,19351936,BOS,L,48.0,48.0,22.0,20.0,6,0,0,0,82.0,0,1.68,2930.0,10.0,0.0,1.0,1.0,0.0,48.833333333333336,1.0173611111111112,Y,2.243820480996832,,
Mike Karakas,19351936,CHI,L,48.0,48.0,21.0,19.0,8,0,0,0,92.0,0,1.85,2990.0,9.0,0.0,0.0,0.0,0.0,49.833333333333336,1.0381944444444444,Y,2.471020040972374,,
Dave Kerr,19351936,NYR,R,47.0,47.0,18.0,17.0,12,0,0,0,95.0,0,1.91,2980.0,8.0,0.0,0.0,0.0,0.0,49.666666666666664,1.034722222222222,Y,2.550827182410928,,
Roy Worters,19351936,NYA,L,48.0,48.0,16.0,25.0,7,0,0,0,122.0,0,2.44,3000.0,3.0,0.0,0.0,0.0,0.0,50.0,1.0416666666666667,Y,3.258823011985046,,
Bill Beveridge,19351936,MMR,L,32.0,32.0,14.0,13.0,5,0,0,0,71.0,0,2.16,1970.0,1.0,0.0,0.0,0.0,0.0,32.833333333333336,0.6840277777777778,Y,2.884738641820764,,
Wilf Cude,19351936,MTL,L,47.0,47.0,11.0,26.0,10,0,0,0,122.0,0,2.49,2940.0,6.0,0.0,0.0,0.0,0.0,49.0,1.0208333333333333,Y,3.325612313019205,,
Lorne Chabot,19351936,MMR,L,16.0,16.0,8.0,3.0,5,0,0,0,35.0,0,2.08,1010.0,2.0,0.0,0.0,0.0,0.0,16.833333333333332,0.3506944444444444,Y,2.7780524183414372,,
Bert Gardiner,19351936,NYR,L,1.0,1.0,1.0,0.0,0,0,0,0,1.0,0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.020833333333333332,N,1.3355832016332156,,
Percy Jackson,19351936,BOS,L,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,1.5,40.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.013888888888888888,N,2.0033748024498235,,
Abbie Cox,19351936,MTL,L,1.0,1.0,0.0,0.0,1,0,0,0,1.0,0,0.86,70.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.024305555555555556,N,1.148743526739538,,
Normie Smith,19361937,DET,L,48.0,48.0,25.0,14.0,9,0,0,0,102.0,0,2.05,2980.0,6.0,0.0,0.0,0.0,0.0,49.666666666666664,1.034722222222222,Y,2.38007936507563,,
Tiny Thompson,19361937,BOS,L,48.0,48.0,23.0,18.0,7,0,0,0,110.0,0,2.22,2970.0,6.0,0.0,0.0,0.0,0.0,49.5,1.03125,Y,2.5775400090480662,,
Turk Broda,19361937,TOR,L,45.0,45.0,22.0,19.0,4,0,0,0,106.0,0,2.29,2780.0,3.0,0.0,0.0,0.0,0.0,46.333333333333336,0.9652777777777778,Y,2.659038519563214,,
Wilf Cude,19361937,MTL,L,44.0,44.0,22.0,17.0,5,0,0,0,99.0,0,2.18,2730.0,5.0,0.0,0.0,0.0,0.0,45.5,0.9479166666666666,Y,2.5314137803011243,,
Dave Kerr,19361937,NYR,R,48.0,48.0,19.0,20.0,9,0,0,0,106.0,0,2.1,3030.0,4.0,0.0,0.0,0.0,0.0,50.5,1.0520833333333333,Y,2.438367175608992,,
Mike Karakas,19361937,CHI,L,48.0,48.0,14.0,27.0,7,0,0,0,131.0,0,2.64,2980.0,5.0,0.0,0.0,0.0,2.0,49.666666666666664,1.034722222222222,Y,3.0654340861267193,,
Bill Beveridge,19361937,MMR,L,21.0,21.0,12.0,6.0,3,0,0,0,47.0,0,2.19,1290.0,1.0,0.0,0.0,0.0,0.0,21.5,0.4479166666666667,Y,2.543013770272059,,
Alec Connell,19361937,MMR,R,27.0,27.0,10.0,11.0,6,0,0,0,63.0,0,2.21,1710.0,2.0,0.0,0.0,0.0,0.0,28.5,0.59375,Y,2.566013241784913,,
Alfie Moore,19361937,NYA,R,18.0,18.0,7.0,11.0,0,0,0,0,64.0,0,3.49,1100.0,1.0,0.0,0.0,0.0,0.0,18.333333333333332,0.3819444444444444,Y,4.052207083561698,,
Roy Worters,19361937,NYA,L,23.0,23.0,6.0,14.0,3,0,0,0,69.0,0,2.9,1430.0,2.0,0.0,0.0,0.0,0.0,23.833333333333332,0.49652777777777773,Y,3.3674442567869316,,
Lorne Chabot,19361937,NYA,L,6.0,6.0,2.0,3.0,1,0,0,0,25.0,0,4.05,370.0,1.0,0.0,0.0,0.0,0.0,6.166666666666667,0.12847222222222224,N,4.702268935425526,,
George Hainsworth,19361937,"TOR,MTL",L,7.0,7.0,2.0,3.0,2,0,0,0,21.0,0,2.74,460.0,0.0,0.0,0.0,0.0,0.0,7.666666666666667,0.15972222222222224,N,3.1814676172683583,,
Alex Wood,19361937,NYA,L,1.0,1.0,0.0,1.0,0,0,0,0,3.0,0,2.57,70.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.024305555555555556,N,2.983965775573651,,
Tiny Thompson,19371938,BOS,L,48.0,48.0,30.0,11.0,7,0,0,0,89.0,0,1.8,2970.0,7.0,0.0,0.0,0.0,0.0,49.5,1.03125,Y,2.0335647175372635,,
Dave Kerr,19371938,NYR,R,48.0,48.0,27.0,15.0,6,0,0,0,96.0,0,1.95,2960.0,8.0,0.0,0.0,0.0,0.0,49.333333333333336,1.027777777777778,Y,2.2031211420311374,,
Turk Broda,19371938,TOR,L,48.0,48.0,24.0,15.0,9,0,0,0,127.0,0,2.56,2980.0,6.0,0.0,0.0,0.0,0.0,49.666666666666664,1.034722222222222,Y,2.892184899106596,,
Earl Robertson,19371938,NYA,L,48.0,48.0,19.0,18.0,11,0,0,0,111.0,0,2.22,3000.0,6.0,0.0,0.0,0.0,0.0,50.0,1.0416666666666667,Y,2.5079393432328008,,
Wilf Cude,19371938,MTL,L,47.0,47.0,18.0,17.0,12,0,0,0,126.0,0,2.53,2990.0,3.0,0.0,0.0,0.0,0.0,49.833333333333336,1.0381944444444444,Y,2.8582251984354983,,
Mike Karakas,19371938,CHI,L,48.0,48.0,14.0,25.0,9,0,0,0,139.0,0,2.8,2980.0,1.0,0.0,0.0,0.0,0.0,49.666666666666664,1.034722222222222,Y,3.1632334380947427,,
Bill Beveridge,19371938,MMR,L,48.0,48.0,12.0,30.0,6,0,0,0,149.0,0,3.0,2980.0,2.0,0.0,0.0,0.0,0.0,49.666666666666664,1.034722222222222,Y,3.3891072205848656,,
Normie Smith,19371938,DET,L,47.0,47.0,11.0,25.0,11,0,0,0,130.0,0,2.66,2930.0,3.0,0.0,0.0,0.0,0.0,48.833333333333336,1.0173611111111112,Y,3.004903254764921,,
Jim Franks,19371938,DET,L,1.0,1.0,1.0,0.0,0,0,0,0,3.0,0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.020833333333333332,N,3.3891072205848656,,
Paul Gauthier,19371938,MTL,R,1.0,1.0,0.0,0.0,1,0,0,0,2.0,0,1.71,70.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.024305555555555556,N,1.9315781557309142,,
Frank Brimsek,19381939,BOS,L,43.0,43.0,33.0,9.0,1,0,0,0,68.0,0,1.56,2620.0,10.0,0.0,0.0,0.0,0.0,43.666666666666664,0.9097222222222222,Y,1.7603654933900714,,
Dave Kerr,19381939,NYR,R,48.0,48.0,26.0,16.0,6,0,0,0,104.0,0,2.1,2970.0,6.0,0.0,0.0,0.0,0.0,49.5,1.03125,Y,2.3694887635977397,,
Tiny Thompson,19381939,"BOS,DET",L,44.0,44.0,19.0,18.0,7,0,0,0,108.0,0,2.39,2707.0,4.0,0.0,0.0,0.0,0.0,45.11666666666667,0.9399305555555556,Y,2.6965724827021047,,
Turk Broda,19381939,TOR,L,48.0,48.0,19.0,20.0,9,0,0,0,107.0,0,2.15,2990.0,8.0,0.0,0.0,0.0,0.0,49.833333333333336,1.0381944444444444,Y,2.426097811480096,,
Earl Robertson,19381939,NYA,L,46.0,46.0,17.0,18.0,10,0,0,0,136.0,0,2.86,2850.0,3.0,0.0,0.0,0.0,0.0,47.5,0.9895833333333334,Y,3.2269294700586935,,
Mike Karakas,19381939,CHI,L,48.0,48.0,12.0,28.0,8,0,0,0,130.0,0,2.61,2990.0,5.0,0.0,0.0,0.0,2.0,49.833333333333336,1.0381944444444444,Y,2.9450632308939255,,
Claude Bourque,19381939,MTL,L,25.0,25.0,9.0,12.0,4,0,0,0,69.0,0,2.65,1560.0,2.0,0.0,0.0,0.0,0.0,26.0,0.5416666666666666,Y,2.9899413743852263,,
Wilf Cude,19381939,MTL,L,23.0,23.0,6.0,12.0,5,0,0,0,77.0,0,3.21,1440.0,2.0,0.0,0.0,0.0,0.0,24.0,0.5,Y,3.6220923650991286,,
Harvey Teno,19381939,DET,L,5.0,5.0,2.0,3.0,0,0,0,0,15.0,0,3.0,300.0,0.0,0.0,0.0,0.0,0.0,5.0,0.10416666666666667,N,3.3850556517013026,,
Roger Jenkins,19381939,"CHI,NYA",R,1.0,0.0,0.0,1.0,0,0,0,0,7.0,0,14.0,30.0,0.0,0.0,0.0,0.0,0.0,0.5,0.010416666666666666,N,15.796926374606082,,
Alfie Moore,19381939,NYA,R,2.0,2.0,0.0,2.0,0,0,0,0,14.0,0,7.0,120.0,0.0,0.0,0.0,0.0,0.0,2.0,0.041666666666666664,N,7.898463187303041,,
Charlie Conacher,19381939,DET,R,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.05,0.0010416666666666667,N,0.0,,
Normie Smith,19381939,DET,L,4.0,4.0,0.0,4.0,0,0,0,0,12.0,0,3.0,240.0,0.0,0.0,0.0,0.0,0.0,4.0,0.08333333333333333,N,3.3850556517013026,,
Frank Brimsek,19391940,BOS,L,48.0,48.0,31.0,12.0,5,0,0,0,97.0,0,1.97,2949.6666666666665,6.0,0.0,0.0,0.0,0.0,49.16111111111111,1.0241898148148147,Y,2.2436203568586146,,
Dave Kerr,19391940,NYR,R,48.0,48.0,27.0,11.0,10,0,0,0,77.0,0,1.54,3000.0,8.0,0.0,0.0,0.0,0.0,50.0,1.0416666666666667,Y,1.7540167016678188,,
Turk Broda,19391940,TOR,L,47.0,47.0,25.0,17.0,5,0,0,0,108.0,0,2.23,2900.0,4.0,0.0,0.0,0.0,0.0,48.333333333333336,1.0069444444444444,Y,2.539684550498798,,
Paul Goodman,19391940,CHI,L,31.0,31.0,16.0,10.0,5,0,0,0,62.0,0,1.94,1920.0,4.0,0.0,0.0,0.0,0.0,32.0,0.6666666666666666,Y,2.2097296820158725,,
Tiny Thompson,19391940,DET,L,46.0,46.0,16.0,24.0,6,0,0,0,120.0,0,2.54,2830.0,3.0,0.0,0.0,0.0,0.0,47.166666666666664,0.9826388888888888,Y,2.8927813950997017,,
Earl Robertson,19391940,NYA,L,48.0,48.0,15.0,29.0,4,0,0,0,140.0,0,2.84,2960.0,6.0,0.0,0.0,0.0,0.0,49.333333333333336,1.027777777777778,Y,3.2347875904081853,,
Claude Bourque,19391940,"MTL,DET,MTL",L,37.0,37.0,9.0,25.0,3,0,0,0,123.0,0,3.25,2270.0,3.0,0.0,0.0,0.0,0.0,37.833333333333336,0.7881944444444445,Y,3.701603898245168,,
Mike Karakas,19391940,"CHI,MTL",L,22.0,22.0,7.0,13.0,2,0,0,0,76.0,0,3.35,1360.0,0.0,0.0,0.0,0.0,0.0,22.666666666666668,0.47222222222222227,Y,3.8154096630483108,,
Wilf Cude,19391940,MTL,L,7.0,7.0,1.0,5.0,1,0,0,0,24.0,0,3.47,415.0,0.0,0.0,0.0,0.0,0.0,6.916666666666667,0.14409722222222224,N,3.9522384250009703,,
Phil Stein,19391940,TOR,L,1.0,1.0,0.0,0.0,1,0,0,0,2.0,0,1.71,70.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.024305555555555556,N,1.94742896197934,,
Alfie Moore,19391940,DET,R,1.0,1.0,0.0,1.0,0,0,0,0,3.0,0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.020833333333333332,N,3.4169156525996467,,
