Name,Season,Team,GP,GS,Adj. GAA,Adj. Sv%,GSAA,W,L,T,OT,SO,GAA,Sv%,SA,Svs,GA,TOI,G,A,P,PIM
Georges Vezina,1917-1918,MTL,21,21,2.08,0.0,0.0,12,9,0,0,1,3.93,0.0,0,0,84,1282.25,0,0,0,0
Clint Benedict,1917-1918,SEN,22,22,2.7,0.0,0.0,9,13,0,0,1,5.11,0.0,0,0,114,1337.25,0,0,0,0
Hap Holmes,1917-1918,TAN,16,16,2.5,0.0,0.0,9,7,0,0,0,4.73,0.0,0,0,76,965.0,0,0,0,0
Clint Benedict,1918-1919,SEN,18,18,1.89,0.0,0.0,12,6,0,0,2,2.85,0.0,0,0,53,1114.0,0,0,0,3
Georges Vezina,1918-1919,MTL,18,18,2.83,0.0,0.0,10,8,0,0,1,4.27,0.0,0,0,78,1096.5,0,1,1,0
Bert Lindsay,1918-1919,TAN,16,16,3.37,0.0,0.0,5,11,0,0,0,5.09,0.0,0,0,83,977.5,0,0,0,0
Clint Benedict,1919-1920,SEN,24,24,1.47,0.0,0.0,19,5,0,0,5,2.66,0.0,0,0,64,1442.83,0,0,0,2
Georges Vezina,1919-1920,MTL,24,24,2.58,0.0,0.0,13,11,0,0,0,4.66,0.0,0,0,113,1455.42,0,0,0,0
Ivan Mitchell,1919-1920,TSP,16,15,2.4,0.0,0.0,6,7,0,0,0,4.34,0.0,0,0,60,830.0,0,0,0,0
Howard Lockhart,1919-1920,"TSP,QBD",8,5,3.23,0.0,0.0,4,3,0,0,0,5.84,0.0,0,0,36,370.0,0,0,0,0
Frank Brophy,1919-1920,QBD,21,21,3.94,0.0,0.0,3,18,0,0,0,7.11,0.0,0,0,148,1249.08,0,0,0,0
Clint Benedict,1920-1921,SEN,24,24,1.96,0.0,0.0,14,10,0,0,2,3.08,0.0,0,0,75,1461.83,0,0,0,0
Jake Forbes,1920-1921,TSP,20,20,2.44,0.0,0.0,13,7,0,0,0,3.83,0.0,0,0,78,1221.08,0,0,0,0
Georges Vezina,1920-1921,MTL,24,24,2.62,0.0,0.0,13,11,0,0,1,4.12,0.0,0,0,99,1441.0,0,0,0,0
Howard Lockhart,1920-1921,HAM,24,24,3.47,0.0,0.0,6,18,0,0,1,5.45,0.0,0,0,132,1454.25,0,0,0,0
Clint Benedict,1921-1922,SEN,24,24,2.32,0.0,0.0,14,8,2,0,2,3.34,0.0,0,0,84,1507.67,0,0,0,0
Georges Vezina,1921-1922,MTL,24,24,2.66,0.0,0.0,12,11,1,0,0,3.84,0.0,0,0,94,1468.5,0,0,0,2
John Ross Roach,1921-1922,TSP,22,22,2.82,0.0,0.0,11,10,1,0,0,4.07,0.0,0,0,91,1340.0,0,0,0,0
Howard Lockhart,1921-1922,HAM,24,24,3.05,0.0,0.0,6,17,0,0,0,4.39,0.0,0,0,103,1408.17,0,0,0,0
Clint Benedict,1922-1923,SEN,24,24,1.87,0.0,0.0,14,9,1,0,4,2.18,0.0,0,0,54,1489.0,0,0,0,2
John Ross Roach,1922-1923,TSP,24,24,3.07,0.0,0.0,13,10,1,0,1,3.59,0.0,0,0,88,1469.0,0,0,0,0
Georges Vezina,1922-1923,MTL,24,24,2.11,0.0,0.0,13,9,2,0,2,2.46,0.0,0,0,61,1488.0,0,0,0,0
Jake Forbes,1922-1923,HAM,24,24,3.84,0.0,0.0,6,18,0,0,0,4.49,0.0,0,0,110,1470.0,0,0,0,0
Clint Benedict,1923-1924,SEN,22,22,2.09,0.0,0.0,15,7,0,0,3,1.99,0.0,0,0,45,1356.0,0,0,0,0
Georges Vezina,1923-1924,MTL,24,24,2.07,0.0,0.0,13,11,0,0,3,1.97,0.0,0,0,48,1459.0,0,0,0,0
John Ross Roach,1923-1924,TSP,23,23,3.66,0.0,0.0,10,13,0,0,1,3.48,0.0,0,0,80,1380.0,0,0,0,0
Jake Forbes,1923-1924,HAM,24,24,2.89,0.0,0.0,9,15,0,0,1,2.75,0.0,0,0,68,1483.0,0,0,0,0
Jake Forbes,1924-1925,HAM,30,30,2.2,0.0,0.0,19,10,1,0,6,1.96,0.0,0,0,60,1833.62,0,0,0,2
John Ross Roach,1924-1925,TSP,30,30,3.14,0.0,0.0,19,11,0,0,1,2.8,0.0,0,0,84,1800.0,0,0,0,0
Alec Connell,1924-1925,SEN,30,30,2.4,0.0,0.0,17,12,1,0,7,2.14,0.0,0,0,66,1852.28,0,0,0,2
Georges Vezina,1924-1925,MTL,30,30,2.03,0.0,0.0,17,11,2,0,5,1.81,0.0,0,0,56,1860.0,0,0,0,0
Clint Benedict,1924-1925,MMR,30,30,2.38,0.0,0.0,9,19,2,0,2,2.12,0.0,0,0,65,1843.0,0,0,0,2
Charles Stewart,1924-1925,BOS,21,21,3.46,0.0,0.0,5,16,0,0,2,3.08,0.0,0,0,65,1265.83,0,0,0,0
Alec Connell,1925-1926,SEN,36,36,1.39,0.0,0.0,24,8,4,0,15,1.12,0.0,0,0,42,2251.0,0,0,0,0
Clint Benedict,1925-1926,MMR,36,36,2.39,0.0,0.0,20,11,5,0,6,1.92,0.0,0,0,73,2286.0,0,0,0,0
Roy Worters,1925-1926,PIR,35,35,2.37,0.0,0.0,18,16,1,0,7,1.9,0.0,0,0,68,2145.0,0,0,0,0
Charles Stewart,1925-1926,BOS,35,35,2.75,0.0,0.0,16,14,4,0,6,2.21,0.0,0,0,80,2172.0,0,0,0,0
Jake Forbes,1925-1926,NYA,36,36,2.86,0.0,0.0,12,20,4,0,2,2.3,0.0,0,0,86,2240.0,0,0,0,0
John Ross Roach,1925-1926,TSP,36,36,3.82,0.0,0.0,12,21,3,0,2,3.07,0.0,0,0,114,2230.0,0,0,0,0
Herb Rheaume,1925-1926,MTL,31,31,3.65,0.0,0.0,10,20,1,0,0,2.93,0.0,0,0,92,1887.0,0,0,0,0
Alec Connell,1926-1927,SEN,44,44,2.16,0.0,0.0,30,10,4,0,13,1.48,0.0,0,0,69,2790.0,0,0,0,2
George Hainsworth,1926-1927,MTL,44,44,2.14,0.0,0.0,28,14,2,0,14,1.47,0.0,0,0,67,2739.0,0,0,0,0
Lorne Chabot,1926-1927,NYR,37,36,2.2,0.0,0.0,22,9,5,0,10,1.51,0.0,0,0,59,2347.0,0,0,0,0
Clint Benedict,1926-1927,MMR,43,43,2.07,0.0,0.0,20,19,4,0,13,1.42,0.0,0,0,65,2747.0,0,0,0,0
Hugh Lehman,1926-1927,CHI,44,44,3.63,0.0,0.0,19,22,3,0,5,2.49,0.0,0,0,116,2795.0,0,0,0,0
Jake Forbes,1926-1927,NYA,44,44,2.93,0.0,0.0,17,25,2,0,8,2.01,0.0,0,0,91,2715.0,0,0,0,0
Roy Worters,1926-1927,PIR,44,44,3.49,0.0,0.0,15,26,3,0,4,2.39,0.0,0,0,108,2713.0,0,0,0,0
John Ross Roach,1926-1927,TSP,44,44,2.97,0.0,0.0,15,24,5,0,4,2.04,0.0,0,0,94,2764.0,0,0,0,0
Hal Winkler,1926-1927,"NYR,BOS",31,31,2.42,0.0,0.0,15,13,3,0,6,1.66,0.0,0,0,53,1918.0,0,0,0,0
Hap Holmes,1926-1927,DCG,41,41,3.38,0.0,0.0,11,26,4,0,6,2.32,0.0,0,0,100,2584.0,0,0,0,0
Charles Stewart,1926-1927,BOS,21,21,3.28,0.0,0.0,9,11,1,0,2,2.25,0.0,0,0,49,1304.0,0,0,0,0
George Hainsworth,1927-1928,MTL,44,44,1.6,0.0,0.0,26,11,7,0,13,1.06,0.0,0,0,48,2715.12,0,0,0,0
Clint Benedict,1927-1928,MMR,44,44,2.57,0.0,0.0,24,14,6,0,6,1.7,0.0,0,0,76,2675.5,0,0,0,0
Alec Connell,1927-1928,SEN,44,44,1.87,0.0,0.0,20,14,10,0,15,1.24,0.0,0,0,57,2755.28,0,0,0,0
Hal Winkler,1927-1928,BOS,44,44,2.3,0.0,0.0,20,13,11,0,15,1.52,0.0,0,0,70,2758.75,0,0,0,0
Roy Worters,1927-1928,PIR,44,44,2.54,0.0,0.0,19,17,8,0,11,1.68,0.0,0,0,76,2721.32,0,0,0,0
Hap Holmes,1927-1928,DCG,44,44,2.63,0.0,0.0,19,19,6,0,11,1.74,0.0,0,0,79,2719.83,0,0,0,0
Lorne Chabot,1927-1928,NYR,44,44,2.63,0.0,0.0,19,16,9,0,11,1.74,0.0,0,0,79,2730.0,0,0,0,0
John Ross Roach,1927-1928,TOR,43,43,2.99,0.0,0.0,18,18,7,0,4,1.98,0.0,0,0,88,2662.1,0,0,0,0
Joe Miller,1927-1928,NYA,28,28,4.1,0.0,0.0,8,16,4,0,5,2.71,0.0,0,0,77,1707.7,0,0,0,0
Charlie Gardiner,1927-1928,CHI,40,40,4.28,0.0,0.0,6,32,2,0,3,2.83,0.0,0,0,114,2420.0,0,0,0,0
Jake Forbes,1927-1928,NYA,16,16,4.71,0.0,0.0,3,11,2,0,2,3.12,0.0,0,0,51,980.0,0,0,0,0
Tiny Thompson,1928-1929,BOS,44,44,2.31,0.0,0.0,26,13,5,0,12,1.15,0.0,0,0,52,2710.0,0,0,0,0
George Hainsworth,1928-1929,MTL,44,44,1.85,0.0,0.0,22,7,15,0,22,0.92,0.0,0,0,43,2800.0,0,0,0,0
John Ross Roach,1928-1929,NYR,44,44,2.84,0.0,0.0,21,13,10,0,13,1.41,0.0,0,0,65,2760.0,0,0,0,0
Lorne Chabot,1928-1929,TOR,43,42,3.06,0.0,0.0,20,16,5,0,10,1.52,0.0,0,0,64,2534.0,0,0,0,2
Dolly Dolson,1928-1929,DCG,44,44,2.76,0.0,0.0,19,16,9,0,10,1.37,0.0,0,0,63,2750.0,0,0,0,0
Roy Worters,1928-1929,NYA,38,38,2.31,0.0,0.0,16,12,10,0,13,1.15,0.0,0,0,46,2390.0,0,0,0,0
Alec Connell,1928-1929,SEN,44,44,2.88,0.0,0.0,14,17,13,0,7,1.43,0.0,0,0,67,2820.0,0,0,0,0
Clint Benedict,1928-1929,MMR,37,37,3.0,0.0,0.0,14,16,7,0,11,1.49,0.0,0,0,57,2300.0,0,0,0,0
Joe Miller,1928-1929,PIR,44,44,3.48,0.0,0.0,9,27,8,0,11,1.73,0.0,0,0,80,2780.0,0,0,0,0
Charlie Gardiner,1928-1929,CHI,44,44,3.72,0.0,0.0,7,29,8,0,5,1.85,0.0,0,0,85,2758.0,0,0,0,2
Flat Walsh,1928-1929,"NYA,MMR",11,11,1.53,0.0,0.0,3,4,4,0,4,0.76,0.0,0,0,9,710.0,0,0,0,0
Tiny Thompson,1929-1930,BOS,44,44,2.1,0.0,0.0,38,5,1,0,3,2.19,0.0,0,0,98,2680.0,0,0,0,0
Alec Connell,1929-1930,SEN,44,44,2.45,0.0,0.0,21,15,8,0,3,2.55,0.0,0,0,118,2780.0,0,0,0,0
Charlie Gardiner,1929-1930,CHI,44,44,2.32,0.0,0.0,21,18,5,0,3,2.42,0.0,0,0,111,2750.0,0,0,0,0
George Hainsworth,1929-1930,MTL,42,42,2.32,0.0,0.0,20,13,9,0,4,2.42,0.0,0,0,108,2680.0,0,0,0,0
Flat Walsh,1929-1930,MMR,32,29,2.29,0.0,0.0,17,11,4,0,2,2.38,0.0,0,0,77,1939.0,0,0,0,0
John Ross Roach,1929-1930,NYR,44,44,2.98,0.0,0.0,17,17,10,0,1,3.1,0.0,0,0,143,2770.0,0,0,0,0
Lorne Chabot,1929-1930,TOR,42,42,2.44,0.0,0.0,16,20,6,0,6,2.54,0.0,0,0,110,2600.0,0,0,0,0
Bill Beveridge,1929-1930,DCG,39,39,2.6,0.0,0.0,14,20,5,0,2,2.71,0.0,0,0,109,2410.0,0,0,0,0
Roy Worters,1929-1930,"NYA,MTL,NYA",37,37,3.39,0.0,0.0,12,21,4,0,2,3.53,0.0,0,0,137,2330.0,0,0,0,0
Clint Benedict,1929-1930,MMR,14,14,2.83,0.0,0.0,5,5,1,0,0,2.95,0.0,0,0,35,711.0,0,0,0,0
Joe Miller,1929-1930,PIR,43,43,3.92,0.0,0.0,5,35,3,0,0,4.08,0.0,0,0,179,2630.0,0,0,0,0
Tiny Thompson,1930-1931,BOS,44,44,2.36,0.0,0.0,28,10,6,0,3,1.98,0.0,0,0,90,2730.0,0,0,0,0
George Hainsworth,1930-1931,MTL,44,44,2.33,0.0,0.0,26,10,8,0,8,1.95,0.0,0,0,89,2740.0,0,0,0,0
Charlie Gardiner,1930-1931,CHI,44,44,2.06,0.0,0.0,24,17,3,0,12,1.73,0.0,0,0,78,2710.0,0,0,0,0
Lorne Chabot,1930-1931,TOR,37,37,2.49,0.0,0.0,21,8,8,0,6,2.09,0.0,0,0,80,2300.0,0,0,0,0
John Ross Roach,1930-1931,NYR,44,44,2.26,0.0,0.0,19,16,9,0,7,1.89,0.0,0,0,87,2760.0,0,1,1,0
Roy Worters,1930-1931,NYA,44,44,1.92,0.0,0.0,18,16,10,0,8,1.61,0.0,0,0,74,2760.0,0,0,0,0
Dolly Dolson,1930-1931,DFL,44,44,2.73,0.0,0.0,16,21,7,0,6,2.29,0.0,0,0,105,2750.0,0,0,0,0
Dave Kerr,1930-1931,MMR,31,28,2.78,0.0,0.0,14,12,4,0,1,2.33,0.0,0,0,71,1830.0,0,0,0,0
Alec Connell,1930-1931,SEN,36,36,3.59,0.0,0.0,10,22,4,0,3,3.01,0.0,0,0,110,2190.0,0,0,0,0
Flat Walsh,1930-1931,MMR,16,16,2.78,0.0,0.0,6,6,2,0,2,2.33,0.0,0,0,35,900.0,0,0,0,0
Joe Miller,1930-1931,QUA,15,13,4.09,0.0,0.0,2,11,1,0,0,3.43,0.0,0,0,47,821.0,0,0,0,0
Wilf Cude,1930-1931,QUA,29,29,5.23,0.0,0.0,2,23,3,0,1,4.38,0.0,0,0,130,1779.0,0,0,0,0
George Hainsworth,1931-1932,MTL,48,48,2.54,0.0,0.0,25,15,7,0,6,2.19,0.0,0,0,110,3008.0,0,0,0,2
John Ross Roach,1931-1932,NYR,48,48,2.59,0.0,0.0,23,17,8,0,9,2.23,0.0,0,0,112,3010.0,0,0,0,0
Lorne Chabot,1931-1932,TOR,44,43,2.72,0.0,0.0,21,16,6,0,4,2.34,0.0,0,0,105,2697.33,0,0,0,2
Charlie Gardiner,1931-1932,CHI,48,48,2.15,0.0,0.0,18,18,11,0,4,1.85,0.0,0,0,92,2989.0,0,0,0,0
Alec Connell,1931-1932,DFL,48,48,2.47,0.0,0.0,18,20,10,0,6,2.13,0.0,0,0,108,3040.0,0,0,0,0
Flat Walsh,1931-1932,MMR,28,28,3.1,0.0,0.0,14,11,3,0,2,2.67,0.0,0,0,77,1730.0,0,0,0,0
Tiny Thompson,1931-1932,BOS,43,43,2.64,0.0,0.0,13,19,11,0,9,2.27,0.0,0,0,102,2699.33,0,0,0,0
Roy Worters,1931-1932,NYA,40,40,3.17,0.0,0.0,12,20,8,0,5,2.73,0.0,0,0,112,2462.58,0,0,0,0
Normie Smith,1931-1932,MMR,20,20,3.42,0.0,0.0,5,11,4,0,0,2.94,0.0,0,0,62,1267.0,0,0,0,0
Tiny Thompson,1932-1933,BOS,48,48,2.22,0.0,0.0,25,15,8,0,11,1.76,0.0,0,0,88,3000.0,0,0,0,0
John Ross Roach,1932-1933,DET,48,48,2.38,0.0,0.0,25,15,8,0,10,1.88,0.0,0,0,93,2970.0,0,0,0,0
Lorne Chabot,1932-1933,TOR,48,48,2.86,0.0,0.0,24,18,6,0,5,2.26,0.0,0,0,111,2946.0,0,0,0,4
Andy Aitkenhead,1932-1933,NYR,48,48,2.73,0.0,0.0,23,17,8,0,3,2.16,0.0,0,0,107,2970.0,0,0,0,0
George Hainsworth,1932-1933,MTL,48,48,2.93,0.0,0.0,18,25,5,0,8,2.32,0.0,0,0,115,2980.0,0,0,0,2
Charlie Gardiner,1932-1933,CHI,48,48,2.54,0.0,0.0,16,20,12,0,5,2.01,0.0,0,0,101,3010.0,0,0,0,0
Roy Worters,1932-1933,NYA,47,47,2.96,0.0,0.0,15,22,10,0,5,2.34,0.0,0,0,116,2970.0,0,0,0,0
Dave Kerr,1932-1933,MMR,26,26,2.72,0.0,0.0,14,8,4,0,4,2.15,0.0,0,0,58,1620.0,0,0,0,0
Flat Walsh,1932-1933,MMR,22,22,3.26,0.0,0.0,8,11,2,0,2,2.58,0.0,0,0,56,1303.0,0,0,0,0
Bill Beveridge,1932-1933,SEN,33,32,3.27,0.0,0.0,7,19,7,0,5,2.59,0.0,0,0,89,2062.83,0,0,0,0
Alec Connell,1932-1933,SEN,16,16,3.26,0.0,0.0,4,8,3,0,1,2.58,0.0,0,0,42,977.17,0,0,0,0
George Hainsworth,1933-1934,TOR,48,48,2.85,0.0,0.0,26,13,9,0,3,2.37,0.0,0,0,119,3010.0,0,0,0,0
Andy Aitkenhead,1933-1934,NYR,48,48,2.73,0.0,0.0,21,19,8,0,7,2.27,0.0,0,0,113,2990.0,0,0,0,0
Lorne Chabot,1933-1934,MTL,47,47,2.49,0.0,0.0,21,20,6,0,8,2.07,0.0,0,0,101,2928.0,0,0,0,2
Charlie Gardiner,1933-1934,CHI,48,48,1.96,0.0,0.0,20,17,11,0,10,1.63,0.0,0,0,83,3050.0,0,0,0,0
Dave Kerr,1933-1934,MMR,48,48,2.87,0.0,0.0,19,18,11,0,6,2.39,0.0,0,0,122,3060.0,0,0,0,0
Tiny Thompson,1933-1934,BOS,48,48,3.1,0.0,0.0,18,25,5,0,5,2.58,0.0,0,0,128,2979.0,0,0,0,0
Wilf Cude,1933-1934,"MTL,DET",30,30,1.77,0.0,0.0,16,6,8,0,5,1.47,0.0,0,0,47,1920.0,0,0,0,0
Bill Beveridge,1933-1934,SEN,48,48,3.44,0.0,0.0,13,29,6,0,3,2.86,0.0,0,0,143,3000.0,0,0,0,0
Roy Worters,1933-1934,NYA,36,36,2.41,0.0,0.0,12,14,9,0,4,2.01,0.0,0,0,75,2240.0,0,0,0,0
John Ross Roach,1933-1934,DET,18,18,3.15,0.0,0.0,9,8,1,0,1,2.62,0.0,0,0,45,1030.0,0,0,0,0
George Hainsworth,1934-1935,TOR,48,48,2.54,0.0,0.0,30,14,4,0,8,2.25,0.0,0,0,111,2957.0,0,0,0,0
Tiny Thompson,1934-1935,BOS,48,48,2.55,0.0,0.0,26,16,6,0,8,2.26,0.0,0,0,112,2970.0,0,0,0,0
Lorne Chabot,1934-1935,CHI,48,48,2.03,0.0,0.0,26,17,5,0,8,1.8,0.0,0,0,88,2940.0,0,0,0,0
Alec Connell,1934-1935,MMR,48,48,2.1,0.0,0.0,24,19,5,0,9,1.86,0.0,0,0,92,2970.0,0,0,0,0
Dave Kerr,1934-1935,NYR,37,37,2.79,0.0,0.0,19,12,6,0,4,2.47,0.0,0,0,94,2287.37,0,0,0,0
Wilf Cude,1934-1935,MTL,48,48,3.32,0.0,0.0,19,23,6,0,1,2.94,0.0,0,0,145,2960.0,0,0,0,0
Roy Worters,1934-1935,NYA,48,48,3.21,0.0,0.0,12,27,9,0,3,2.84,0.0,0,0,142,3000.0,0,0,0,0
Normie Smith,1934-1935,DET,25,25,2.27,0.0,0.0,12,11,2,0,2,2.01,0.0,0,0,52,1550.0,0,0,0,0
Bill Beveridge,1934-1935,SLE,48,48,3.27,0.0,0.0,11,31,6,0,3,2.89,0.0,0,0,144,2990.0,0,0,0,0
John Ross Roach,1934-1935,DET,23,23,2.88,0.0,0.0,7,11,5,0,4,2.55,0.0,0,0,62,1460.0,0,0,0,0
Normie Smith,1935-1936,DET,48,48,2.72,0.0,0.0,24,16,8,0,6,2.04,0.0,0,0,103,3030.0,0,0,0,0
George Hainsworth,1935-1936,TOR,48,48,2.83,0.0,0.0,23,19,6,0,8,2.12,0.0,0,0,106,3000.0,0,0,0,0
Tiny Thompson,1935-1936,BOS,48,48,2.24,0.0,0.0,22,20,6,0,10,1.68,0.0,0,0,82,2930.0,0,1,1,0
Mike Karakas,1935-1936,CHI,48,48,2.47,0.0,0.0,21,19,8,0,9,1.85,0.0,0,0,92,2990.0,0,0,0,0
Dave Kerr,1935-1936,NYR,47,47,2.55,0.0,0.0,18,17,12,0,8,1.91,0.0,0,0,95,2980.0,0,0,0,0
Roy Worters,1935-1936,NYA,48,48,3.26,0.0,0.0,16,25,7,0,3,2.44,0.0,0,0,122,3000.0,0,0,0,0
Bill Beveridge,1935-1936,MMR,32,32,2.88,0.0,0.0,14,13,5,0,1,2.16,0.0,0,0,71,1970.0,0,0,0,0
Wilf Cude,1935-1936,MTL,47,47,3.33,0.0,0.0,11,26,10,0,6,2.49,0.0,0,0,122,2940.0,0,0,0,0
Lorne Chabot,1935-1936,MMR,16,16,2.78,0.0,0.0,8,3,5,0,2,2.08,0.0,0,0,35,1010.0,0,0,0,0
Normie Smith,1936-1937,DET,48,48,2.38,0.0,0.0,25,14,9,0,6,2.05,0.0,0,0,102,2980.0,0,0,0,0
Tiny Thompson,1936-1937,BOS,48,48,2.58,0.0,0.0,23,18,7,0,6,2.22,0.0,0,0,110,2970.0,0,0,0,0
Turk Broda,1936-1937,TOR,45,45,2.66,0.0,0.0,22,19,4,0,3,2.29,0.0,0,0,106,2780.0,0,0,0,0
Wilf Cude,1936-1937,MTL,44,44,2.53,0.0,0.0,22,17,5,0,5,2.18,0.0,0,0,99,2730.0,0,0,0,0
Dave Kerr,1936-1937,NYR,48,48,2.44,0.0,0.0,19,20,9,0,4,2.1,0.0,0,0,106,3030.0,0,0,0,0
Mike Karakas,1936-1937,CHI,48,48,3.07,0.0,0.0,14,27,7,0,5,2.64,0.0,0,0,131,2980.0,0,0,0,2
Bill Beveridge,1936-1937,MMR,21,21,2.54,0.0,0.0,12,6,3,0,1,2.19,0.0,0,0,47,1290.0,0,0,0,0
Alec Connell,1936-1937,MMR,27,27,2.57,0.0,0.0,10,11,6,0,2,2.21,0.0,0,0,63,1710.0,0,0,0,0
Alfie Moore,1936-1937,NYA,18,18,4.05,0.0,0.0,7,11,0,0,1,3.49,0.0,0,0,64,1100.0,0,0,0,0
Roy Worters,1936-1937,NYA,23,23,3.37,0.0,0.0,6,14,3,0,2,2.9,0.0,0,0,69,1430.0,0,0,0,0
Tiny Thompson,1937-1938,BOS,48,48,2.03,0.0,0.0,30,11,7,0,7,1.8,0.0,0,0,89,2970.0,0,0,0,0
Dave Kerr,1937-1938,NYR,48,48,2.2,0.0,0.0,27,15,6,0,8,1.95,0.0,0,0,96,2960.0,0,0,0,0
Turk Broda,1937-1938,TOR,48,48,2.89,0.0,0.0,24,15,9,0,6,2.56,0.0,0,0,127,2980.0,0,0,0,0
Earl Robertson,1937-1938,NYA,48,48,2.51,0.0,0.0,19,18,11,0,6,2.22,0.0,0,0,111,3000.0,0,0,0,0
Wilf Cude,1937-1938,MTL,47,47,2.86,0.0,0.0,18,17,12,0,3,2.53,0.0,0,0,126,2990.0,0,0,0,0
Mike Karakas,1937-1938,CHI,48,48,3.16,0.0,0.0,14,25,9,0,1,2.8,0.0,0,0,139,2980.0,0,0,0,0
Bill Beveridge,1937-1938,MMR,48,48,3.39,0.0,0.0,12,30,6,0,2,3.0,0.0,0,0,149,2980.0,0,0,0,0
Normie Smith,1937-1938,DET,47,47,3.0,0.0,0.0,11,25,11,0,3,2.66,0.0,0,0,130,2930.0,0,0,0,0
Frank Brimsek,1938-1939,BOS,43,43,1.76,0.0,0.0,33,9,1,0,10,1.56,0.0,0,0,68,2620.0,0,0,0,0
Dave Kerr,1938-1939,NYR,48,48,2.37,0.0,0.0,26,16,6,0,6,2.1,0.0,0,0,104,2970.0,0,0,0,0
Tiny Thompson,1938-1939,"BOS,DET",44,44,2.7,0.0,0.0,19,18,7,0,4,2.39,0.0,0,0,108,2707.0,0,0,0,0
Turk Broda,1938-1939,TOR,48,48,2.43,0.0,0.0,19,20,9,0,8,2.15,0.0,0,0,107,2990.0,0,0,0,0
Earl Robertson,1938-1939,NYA,46,46,3.23,0.0,0.0,17,18,10,0,3,2.86,0.0,0,0,136,2850.0,0,0,0,0
Mike Karakas,1938-1939,CHI,48,48,2.95,0.0,0.0,12,28,8,0,5,2.61,0.0,0,0,130,2990.0,0,0,0,2
Claude Bourque,1938-1939,MTL,25,25,2.99,0.0,0.0,9,12,4,0,2,2.65,0.0,0,0,69,1560.0,0,0,0,0
Wilf Cude,1938-1939,MTL,23,23,3.62,0.0,0.0,6,12,5,0,2,3.21,0.0,0,0,77,1440.0,0,0,0,0
Frank Brimsek,1939-1940,BOS,48,48,2.24,0.0,0.0,31,12,5,0,6,1.97,0.0,0,0,97,2949.67,0,0,0,0
Dave Kerr,1939-1940,NYR,48,48,1.75,0.0,0.0,27,11,10,0,8,1.54,0.0,0,0,77,3000.0,0,0,0,0
Turk Broda,1939-1940,TOR,47,47,2.54,0.0,0.0,25,17,5,0,4,2.23,0.0,0,0,108,2900.0,0,0,0,0
Paul Goodman,1939-1940,CHI,31,31,2.21,0.0,0.0,16,10,5,0,4,1.94,0.0,0,0,62,1920.0,0,0,0,0
Tiny Thompson,1939-1940,DET,46,46,2.89,0.0,0.0,16,24,6,0,3,2.54,0.0,0,0,120,2830.0,0,0,0,0
Earl Robertson,1939-1940,NYA,48,48,3.23,0.0,0.0,15,29,4,0,6,2.84,0.0,0,0,140,2960.0,0,0,0,0
Claude Bourque,1939-1940,"MTL,DET,MTL",37,37,3.7,0.0,0.0,9,25,3,0,3,3.25,0.0,0,0,123,2270.0,0,0,0,0
Mike Karakas,1939-1940,"CHI,MTL",22,22,3.82,0.0,0.0,7,13,2,0,0,3.35,0.0,0,0,76,1360.0,0,0,0,0
Turk Broda,1940-1941,TOR,48,48,2.15,0.0,0.0,28,14,6,0,5,2.0,0.0,0,0,99,2970.0,0,0,0,0
Frank Brimsek,1940-1941,BOS,48,48,2.16,0.0,0.0,27,8,13,0,6,2.01,0.0,0,0,102,3040.0,0,0,0,0
Dave Kerr,1940-1941,NYR,48,48,2.67,0.0,0.0,21,19,8,0,2,2.49,0.0,0,0,125,3010.0,0,0,0,0
Johnny Mowers,1940-1941,DET,48,48,2.16,0.0,0.0,21,16,11,0,4,2.01,0.0,0,0,102,3040.0,0,0,0,0
Bert Gardiner,1940-1941,MTL,42,42,2.95,0.0,0.0,13,23,6,0,1,2.75,0.0,0,0,119,2600.0,0,0,0,0
Sam LoPresti,1940-1941,CHI,27,27,3.24,0.0,0.0,9,15,3,0,1,3.02,0.0,0,0,84,1670.0,0,0,0,0
Paul Goodman,1940-1941,CHI,21,21,2.68,0.0,0.0,7,10,4,0,2,2.5,0.0,0,0,55,1320.0,0,0,0,0
Earl Robertson,1940-1941,NYA,36,36,4.04,0.0,0.0,6,22,8,0,1,3.77,0.0,0,0,142,2260.0,0,0,0,0
Chuck Rayner,1940-1941,NYA,12,12,3.67,0.0,0.0,2,7,3,0,0,3.42,0.0,0,0,44,772.78,0,0,0,0
Jim Henry,1941-1942,NYR,48,48,2.61,0.0,0.0,29,17,2,0,1,2.9,0.0,0,0,143,2960.0,0,0,0,0
Turk Broda,1941-1942,TOR,48,48,2.49,0.0,0.0,27,18,3,0,6,2.76,0.0,0,0,136,2960.0,0,0,0,0
Frank Brimsek,1941-1942,BOS,47,47,2.12,0.0,0.0,24,17,6,0,3,2.35,0.0,0,0,115,2940.0,0,0,0,0
Sam LoPresti,1941-1942,CHI,47,47,2.87,0.0,0.0,21,23,3,0,3,3.18,0.0,0,0,152,2870.0,0,0,0,0
Johnny Mowers,1941-1942,DET,47,47,2.7,0.0,0.0,19,25,3,0,5,3.0,0.0,0,0,144,2880.0,0,0,0,0
Paul Bibeault,1941-1942,MTL,38,38,2.97,0.0,0.0,17,19,2,0,1,3.3,0.0,0,0,131,2380.0,0,0,0,0
Chuck Rayner,1941-1942,BRK,36,36,3.13,0.0,0.0,13,21,2,0,1,3.47,0.0,0,0,129,2230.0,0,0,0,0
